"trade_id","chronological_fold","entry_ts","exit_ts","direction","side","weekday","utc_hour","month","gann_state","gann_high_slope","gann_low_slope","normalized_ma_distance","bars_since_gann_flip","breakout_age_bars","donchian_channel_width_pct","donchian_breakout_distance_atr","atr_pct","recent_return_20","recent_range_20","recent_volatility_20","recent_cross_count","stop_distance_atr","stop_distance_pct","gap_fill","entry_price","stop_price","entry_exposure_pct","initial_risk_pct","quality_label","net_pnl","gross_pnl","return_on_equity_pct","mfe_r","mae_r","bars_held","exit_reason"
"tr_28f3c2e6d05c","2","2019-12-19T15:00:00+00:00","2019-12-20T15:00:00+00:00","short","short","3","15","12","-1","-0,004095","-0,001952","-0,00093241","2","3","0,00261197","-1,868397","0,00046925","-0,00086686","0,00218273","0,00031844","1","2,5","0,00117417","False","109,398","109,5265","95,8245","0,1125","worthwhile","3,26","3,61","0,0625","1,6738","-0,0545","24","gann_state_exit"
"tr_f9be2400ed17","2","2019-12-24T18:00:00+00:00","2019-12-26T02:00:00+00:00","short","short","1","18","12","-1","-0,000143","-0,002","-0,00064499","0","1","0,00109748","-0,028649","0,00031923","-0,00025601","0,00105176","0,00016636","2","2,5","0,00079809","False","109,338","109,4253","95,7647","0,0764","bad","-4,43","-4,08","-0,0848","0,0","-2,2347","5","stop"
"tr_c189b1e8b518","2","2019-12-26T03:00:00+00:00","2019-12-27T04:00:00+00:00","long","long","3","3","12","1","0,004381","9,5E-05","0,00141169","0","1","0,00188993","1,961276","0,00038172","0,00117002","0,00188993","0,00037545","2","4,185649","0,00159762","True","109,538","109,363","95,846","0,1531","worthwhile","-2,18","-1,83","-0,0417","0,8343","-0,6057","25","gann_state_exit"
"tr_2e9e3adb0a6a","2","2019-12-27T21:00:00+00:00","2020-01-02T04:00:00+00:00","short","short","4","21","12","-1","-0,008048","-0,007429","-0,00069742","2","3","0,0023024","-0,305982","0,00056733","-0,0011043","0,00175421","0,00041533","3","2,5","0,00141861","False","109,43","109,5852","95,8861","0,136","worthwhile","34,02","34,37","0,6523","6,1712","-0,5153","52","gann_state_exit"
"tr_ab9b5bbbca14","2","2020-01-02T17:00:00+00:00","2020-01-06T12:00:00+00:00","short","short","3","17","1","1","0,003619","0,007857","-6,13E-06","0","1","0,00362552","-2,496763","0,00074447","6,442E-05","0,00320224","0,00040308","2","3,460859","0,00258136","False","108,47","108,75","95,2646","0,2459","worthwhile","21,6","21,95","0,4115","2,4964","-0,5786","43","gann_state_exit"
"tr_33317a2f9b79","2","2020-01-08T02:00:00+00:00","2020-01-08T04:00:00+00:00","short","short","2","2","1","-1","-0,000619","-0,02819","-0,00477169","0","1","0,00739829","0,55724","0,00116316","-0,00437897","0,00739829","0,00113096","1","3,773313","0,00438905","True","107,996","108,47","56,9245","0,2498","worthwhile","-13,37","-13,16","-0,2538","0,3924","-0,9831","2","stop"
"tr_1827b9ac1e7a","2","2020-01-08T13:00:00+00:00","2020-01-10T21:00:00+00:00","long","long","2","13","1","1","0,013619","0,000333","0,00361831","0","1","0,01022267","0,260999","0,00176271","0,00237035","0,01022267","0,00145425","2","2,5","0,00440637","True","108,69","108,2111","38,0462","0,1676","worthwhile","15,27","15,41","0,2905","2,088","-0,1524","56","gann_state_exit"
"tr_bbd3ccc8b10a","2","2020-01-13T10:00:00+00:00","2020-01-14T23:00:00+00:00","long","long","0","10","1","1","-0,000571","0,000333","0,0007875","6","7","0,00234427","-0,946785","0,0005877","5,473E-05","0,00234427","0,00027003","2","2,5","0,0014684","False","109,692","109,5309","94,8399","0,1393","worthwhile","11,56","11,91","0,2193","3,2284","-0,0621","37","gann_state_exit"
"tr_449621055730","2","2020-01-21T02:00:00+00:00","2020-01-21T03:00:00+00:00","long","long","1","2","1","1","-0,001238","-0,001333","0,00014566","3","4","0,001543","-1,53833","0,00025371","-0,00010891","0,00080781","0,00016189","3","2,5","0,00063401","False","110,22","110,1501","94,6324","0,06","bad","-3,61","-3,26","-0,0684","0,0","-4,522","1","stop"
"tr_876554dbbb0b","2","2020-01-21T04:00:00+00:00","2020-01-22T07:00:00+00:00","short","short","1","4","1","-1","0,000905","-0,012714","-0,002185","0","1","0,00290135","2,272131","0,00039629","-0,00210563","0,00290135","0,00056691","4","6,127869","0,00242842","True","109,948","110,215","94,6971","0,23","worthwhile","-3,44","-3,09","-0,0652","0,6966","-0,6517","27","gann_state_exit"
"tr_acb2ea08fb8a","2","2020-01-28T17:00:00+00:00","2020-01-29T14:00:00+00:00","long","long","1","17","1","1","-0,001333","-0,001143","0,0009702","2","3","0,00350427","-1,27333","0,00092215","0,00011927","0,0031465","0,00070727","3","2,5","0,00230263","False","109,14","108,8887","94,7589","0,2182","worthwhile","-3,1","-2,75","-0,0588","0,4894","-0,5252","21","gann_state_exit"
"tr_654b454a6f41","2","2020-01-29T21:00:00+00:00","2020-01-29T22:00:00+00:00","long","long","2","21","1","1","0,002286","0,001714","0,0008723","-1","1","0,00464371","-0,888379","0,00085573","-0,0005035","0,00261953","0,00045448","2","2,5","0,00213766","False","109,265","109,0314","94,8146","0,2027","bad","-11,15","-10,8","-0,2115","0,0","-1,1517","1","stop"
"tr_76fd4c8abbe8","2","2020-01-31T17:00:00+00:00","2020-02-03T12:00:00+00:00","short","short","4","17","1","-1","0,005048","0,006571","-0,00225752","1","2","0,00507549","-1,725212","0,00092735","0,00112302","0,0050479","0,00063794","2","3,033994","0,00281815","False","108,582","108,888","76,0124","0,2142","worthwhile","2,08","2,36","0,0395","0,8954","-0,3856","19","gann_state_exit"
"tr_a7d40f496279","2","2020-02-07T12:00:00+00:00","2020-02-07T15:00:00+00:00","short","short","4","12","2","-1","0,000857","-0,003238","-0,0016873","0","1","0,00219522","-0,062874","0,00072437","-0,00090096","0,00219522","0,00050975","3","2,5","0,00181103","False","109,777","109,9758","94,9779","0,172","bad","-9,48","-9,13","-0,1801","0,1962","-1,1116","3","stop"
"tr_0aadfe45a967","2","2020-02-11T04:00:00+00:00","2020-02-11T21:00:00+00:00","long","long","1","4","2","1","0,003524","0,003571","0,00118389","1","2","0,00288581","-0,39449","0,0006923","0,00064677","0,00194815","0,000334","3","2,5","0,00173024","False","109,88","109,6899","95,1493","0,1646","worthwhile","-4,86","-4,51","-0,0925","0,4523","-0,6943","17","gann_state_exit"
"tr_9be438ece12f","2","2020-02-12T10:00:00+00:00","2020-02-13T04:00:00+00:00","long","long","2","10","2","1","0,001476","0,000571","0,00081343","6","7","0,00221146","-1,255516","0,00060888","0,00029131","0,00217506","0,00041573","4","2,5","0,00152101","False","109,968","109,8007","95,2374","0,1449","worthwhile","-1,35","-1,0","-0,0257","0,9028","-0,9865","18","gann_state_exit"
"tr_623f98745294","2","2020-02-13T09:00:00+00:00","2020-02-14T05:00:00+00:00","short","short","3","9","2","-1","-0,012667","-0,008857","-0,00183604","7","8","0,00335118","-1,103896","0,0007012","-0,00139135","0,00312352","0,00051531","1","2,5","0,00175439","False","109,725","109,9175","95,2619","0,1671","worthwhile","-7,22","-6,87","-0,1376","0,5558","-0,7636","20","gann_state_exit"
"tr_f3fc5e9e8944","2","2020-02-18T04:00:00+00:00","2020-02-18T16:00:00+00:00","short","short","1","4","2","-1","-0,001762","-0,004143","-0,00111225","3","4","0,00239585","-1,600412","0,00042122","-0,00061908","0,00237763","0,00026447","1","2,5","0,00105377","False","109,697","109,8126","95,3931","0,1005","worthwhile","-5,7","-5,35","-0,1088","0,3374","-2,1714","12","stop"
"tr_b62aaa7b6441","2","2020-02-19T03:00:00+00:00","2020-02-21T12:00:00+00:00","long","long","2","3","2","1","0,011238","0,011476","0,00130536","10","11","0,00276582","-0,709655","0,0006282","0,00153082","0,00260206","0,0004601","1","2,5","0,00156978","False","109,964","109,7914","95,4969","0,1499","worthwhile","77,31","77,66","1,4767","13,1156","0,0","57","gann_state_exit"
"tr_01ab8c3a49c7","2","2020-03-03T17:00:00+00:00","2020-03-04T15:00:00+00:00","short","short","1","17","3","-1","-0,008238","-0,005905","-0,00441605","10","11","0,01093155","-1,165401","0,00244663","-0,00245518","0,00874896","0,00170435","2","2,5","0,00613418","False","107,361","108,0196","37,6429","0,2309","worthwhile","-3,67","-3,53","-0,0691","0,7774","-0,5026","22","gann_state_exit"
"tr_65886bdd8989","2","2020-03-05T12:00:00+00:00","2020-03-10T05:00:00+00:00","short","short","3","12","3","-1","-0,019857","-0,025952","-0,00500337","7","8","0,0077141","-0,550709","0,00166393","-0,00493129","0,0077141","0,00131041","3","2,5","0,00416372","False","106,847","107,2919","56,5035","0,2353","worthwhile","102,74","102,95","1,9351","12,7337","-0,4203","65","gann_state_exit"
"tr_a66c1ee6a86b","2","2020-03-18T16:00:00+00:00","2020-03-20T12:00:00+00:00","long","long","2","16","3","1","0,002667","0,006476","0,00398901","4","5","0,01581182","-0,7274","0,00284809","0,00066934","0,01031206","0,00193219","2","2,5","0,00710538","False","107,866","107,0996","18,4769","0,1313","worthwhile","18,44","18,51","0,3407","4,5627","-0,1722","44","gann_state_exit"
"tr_d82ae1b15060","2","2020-03-20T18:00:00+00:00","2020-03-23T04:00:00+00:00","long","long","4","18","3","1","0,026571","0,024238","0,0067004","1","2","0,02622277","-1,03679","0,00406172","0,00194252","0,01833249","0,0027496","4","2,5","0,01011154","False","111,365","110,2389","18,4142","0,1862","bad","-10,3","-10,23","-0,1897","0,1261","-1,0914","10","stop"
"tr_827f87d22f57","2","2020-03-26T03:00:00+00:00","2020-03-30T17:00:00+00:00","short","short","3","3","3","-1","9,5E-05","0,001857","-0,00520408","1","2","0,00867031","-0,92807","0,00232343","-0,00238517","0,00772298","0,00133886","1","2,5","0,00582122","False","110,597","111,2408","36,8984","0,2148","worthwhile","50,14","50,28","0,925","5,3991","-0,4007","62","gann_state_exit"
"tr_7a39bffada02","2","2020-04-01T03:00:00+00:00","2020-04-02T07:00:00+00:00","short","short","2","3","4","-1","-0,042905","-0,048905","-0,00656993","9","10","0,01234304","-0,630445","0,0027147","-0,00814628","0,01234304","0,00158681","1","2,5","0,00679851","False","107,324","108,0536","36,5602","0,2486","worthwhile","-2,39","-2,25","-0,0437","0,5551","-0,8442","28","gann_state_exit"
"tr_e6f678c944ec","2","2020-04-09T17:00:00+00:00","2020-04-15T13:00:00+00:00","short","short","3","17","4","-1","0,004238","-0,000476","-0,00262361","0","1","0,00465728","-0,434659","0,00107995","-0,00078174","0,00426151","0,0006203","2","2,5","0,00270119","False","108,594","108,8873","91,4404","0,247","worthwhile","56,13","56,48","1,0265","5,683","0,0","92","gann_state_exit"
"tr_8a0ad3e15108","2","2020-04-15T16:00:00+00:00","2020-04-15T19:00:00+00:00","long","long","2","16","4","1","0,017857","0,014667","0,00409813","5","6","0,00774509","-1,489216","0,00135483","0,00432351","0,00635971","0,00094162","1","2,772549","0,00374869","False","107,771","107,367","54,3068","0,2036","bad","-11,55","-11,34","-0,2092","0,1634","-1,0495","3","stop"
"tr_ba60a8f78dc9","2","2020-04-17T02:00:00+00:00","2020-04-17T10:00:00+00:00","long","long","4","2","4","1","0,007952","0,008952","0,00278091","2","3","0,00849357","-0,665513","0,0016562","0,00114985","0,00849357","0,00091987","2","2,5","0,00413585","False","108,085","107,638","54,4206","0,2251","bad","-12,73","-12,52","-0,2308","0,0","-1,0223","8","stop"
"tr_91f27da5b8de","2","2020-04-22T17:00:00+00:00","2020-04-23T11:00:00+00:00","long","long","2","17","4","1","0,005333","0,003095","0,00180633","0","1","0,00589719","-0,380874","0,00107117","0,00037103","0,00373674","0,00056573","2","2,5","0,00267679","False","107,894","107,6052","90,9109","0,2433","bad","-12,24","-11,89","-0,2226","0,0","-0,9037","18","gann_state_exit"
"tr_ac5b6ae13eb8","2","2020-04-23T14:00:00+00:00","2020-04-23T16:00:00+00:00","short","short","3","14","4","-1","-0,013048","-0,008048","-0,00225579","3","4","0,00393291","-0,418926","0,00086557","-0,00233753","0,00372836","0,0004566","1","2,5","0,00216474","False","107,513","107,7457","91,1137","0,1972","worthwhile","-11,24","-10,89","-0,2049","0,7132","-2,2772","2","stop"
"tr_1c3261117401","2","2020-04-28T12:00:00+00:00","2020-04-29T22:00:00+00:00","short","short","1","12","4","-1","-0,00419","-0,003524","-0,00208055","1","2","0,00588532","-0,54173","0,00087946","-0,00034553","0,00337238","0,00048481","2","2,5","0,00219974","False","106,993","107,2284","91,3007","0,2008","worthwhile","17,99","18,34","0,3285","2,6895","0,0","34","gann_state_exit"
"tr_cd02a23fcd78","2","2020-04-30T18:00:00+00:00","2020-05-01T14:00:00+00:00","long","long","3","18","4","1","0,022286","-0,009619","0,00358099","0","1","0,00806157","0,297227","0,00154177","0,00316165","0,00762202","0,00100054","2","2,948007","0,00454486","True","106,934","106,448","54,601","0,2482","worthwhile","-4,51","-4,3","-0,0821","1,1646","-0,4053","20","gann_state_exit"
"tr_f70fceec0bd8","2","2020-05-05T03:00:00+00:00","2020-05-05T12:00:00+00:00","short","short","1","3","5","-1","-0,002238","-0,000667","-0,00120233","5","6","0,00414253","-0,958809","0,00089929","-0,00063691","0,00406756","0,00048323","2","2,5","0,00225021","False","106,604","106,8439","91,0765","0,2049","worthwhile","-11,67","-11,32","-0,2126","0,371","-1,2131","9","stop"
"tr_7489e54f2c68","2","2020-05-05T18:00:00+00:00","2020-05-07T07:00:00+00:00","short","short","1","18","5","-1","-0,009048","-0,009952","-0,0012235","1","2","0,00524375","-0,865591","0,00099702","-0,00118056","0,00360215","0,00057981","2","2,5","0,00249476","False","106,509","106,7747","91,2705","0,2277","worthwhile","14,72","15,07","0,2687","1,9608","-0,4177","37","gann_state_exit"
"tr_8d1b45b30de5","2","2020-05-07T16:00:00+00:00","2020-05-07T19:00:00+00:00","long","long","3","16","5","1","0,023667","0,020905","0,00283082","11","12","0,00585081","-1,226151","0,00108761","0,0044335","0,00585081","0,00068625","1","2,5","0,00271535","False","106,625","106,3355","91,0259","0,2472","bad","-14,06","-13,71","-0,2559","0,1071","-1,2918","3","stop"
"tr_89dec78dd24c","2","2020-05-08T16:00:00+00:00","2020-05-12T09:00:00+00:00","long","long","4","16","5","1","0,006","-0,003333","0,0035424","0","1","0,00522186","0,102895","0,00100223","0,00330148","0,00454686","0,00071809","2","3,788419","0,00379651","True","106,677","106,272","54,7557","0,2079","worthwhile","20,71","20,92","0,3779","2,6938","-0,7062","41","gann_state_exit"
"tr_992e73aed8b2","2","2020-05-26T14:00:00+00:00","2020-05-27T14:00:00+00:00","short","short","1","14","5","-1","-0,000905","-0,001619","-0,00129877","1","2","0,0027497","-0,341211","0,00059895","-0,00043642","0,0027497","0,00042025","1","2,5","0,00149772","False","107,624","107,7852","90,9159","0,1362","worthwhile","-5,18","-4,83","-0,0941","1,6006","-0,67","24","gann_state_exit"
"tr_91c06a6d9d78","2","2020-05-27T15:00:00+00:00","2020-05-27T20:00:00+00:00","long","long","2","15","5","1","0,008714","0,007429","0,00283342","3","4","0,00491596","-1,095825","0,00093107","0,00166306","0,00431306","0,00045784","1","2,5","0,00232527","False","107,924","107,673","91,0016","0,2116","bad","-12,1","-11,75","-0,2202","0,0917","-1,0918","5","stop"
"tr_253d4ec561d8","2","2020-06-02T14:00:00+00:00","2020-06-08T10:00:00+00:00","long","long","1","14","6","1","0,001571","0,002952","0,00144048","9","10","0,00425915","-1,588652","0,00074764","0,0019338","0,0029879","0,00040639","1","2,5","0,00186684","False","107,898","107,6966","91,2024","0,1703","worthwhile","70,87","71,22","1,2926","9,6957","0,0","92","gann_state_exit"
"tr_ca5f1769744a","2","2020-06-08T16:00:00+00:00","2020-06-12T09:00:00+00:00","short","short","0","16","6","-1","-0,016857","-0,020952","-0,00323203","8","9","0,0069667","-1,745763","0,00108025","-0,00473787","0,00515407","0,00066851","1","3,330508","0,00360464","False","109,026","109,419","54,0231","0,1947","worthwhile","49,27","49,48","0,8872","6,2468","0,0","89","gann_state_exit"
"tr_5badc9c19d14","2","2020-06-12T12:00:00+00:00","2020-06-15T06:00:00+00:00","long","long","4","12","6","1","0,009762","0,006429","0,00454643","5","6","0,00720444","-0,961046","0,00162924","0,00407075","0,00720444","0,00095963","1","2,5","0,00406666","False","107,465","107,028","53,548","0,2178","ambiguous","-8,22","-8,01","-0,1466","0,238","-0,7276","18","gann_state_exit"
"tr_3d982045b18a","2","2020-06-17T21:00:00+00:00","2020-06-19T01:00:00+00:00","short","short","2","21","6","-1","-0,003095","-0,005714","-0,00153621","3","4","0,00454333","-0,219477","0,00093514","-0,00109964","0,00283609","0,00051791","2","2,5","0,00233838","False","107,166","107,4166","89,3778","0,209","worthwhile","9,42","9,77","0,1684","1,9793","0,0","28","gann_state_exit"
"tr_b9063c09827a","2","2020-06-23T16:00:00+00:00","2020-06-24T17:00:00+00:00","short","short","1","16","6","-1","0,004476","-0,014048","-0,004037","0","1","0,00658407","1,029925","0,00107457","-0,00230193","0,00658407","0,00096752","1","3,342893","0,00359223","True","106,619","107,002","53,5365","0,1923","worthwhile","-7,06","-6,85","-0,126","1,4256","-0,7441","25","gann_state_exit"
"tr_d954e583e0fe","2","2020-06-26T11:00:00+00:00","2020-06-26T16:00:00+00:00","short","short","4","11","6","-1","-0,006762","-0,011","-0,00224144","3","4","0,00479489","-0,987","0,00089017","-0,00386392","0,00479489","0,00056558","1","2,625","0,00233879","False","106,893","107,143","89,3401","0,2089","worthwhile","-12,11","-11,76","-0,2164","0,376","-1,2","5","stop"
"tr_5dcb4172b441","2","2020-07-01T11:00:00+00:00","2020-07-02T08:00:00+00:00","short","short","2","11","7","-1","-0,00381","-0,006619","-0,00280914","5","6","0,00597728","-0,406552","0,00118899","-0,00172606","0,00597728","0,00090625","1","2,5","0,00297398","False","107,52","107,8398","71,6271","0,213","worthwhile","2,59","2,87","0,0463","0,5848","-0,2596","21","gann_state_exit"
"tr_80ccf485b56f","2","2020-07-06T04:00:00+00:00","2020-07-06T10:00:00+00:00","long","long","0","4","7","1","0,006905","0,004238","0,00161307","2","3","0,00224778","-1,382445","0,00042328","0,00135794","0,00223849","0,00024597","2","3,37931","0,00142954","False","107,727","107,573","89,4923","0,1279","worthwhile","-7,6","-7,25","-0,136","0,2987","-1,1623","6","stop"
"tr_7a3a1ecb66b5","2","2020-07-06T16:00:00+00:00","2020-07-06T17:00:00+00:00","short","short","0","16","7","-1","0,000143","-0,002429","-0,00110396","3","4","0,00312581","-0,882221","0,00059052","-0,00015813","0,00312581","0,0003501","2","2,5","0,0014771","False","107,434","107,5927","89,6142","0,1324","bad","-7,82","-7,47","-0,1401","0,0","-1,0083","1","stop"
"tr_6ac9c925260c","2","2020-07-07T12:00:00+00:00","2020-07-07T17:00:00+00:00","long","long","1","12","7","1","0,006095","0,004762","0,0028257","3","4","0,0048939","-0,991416","0,00082427","0,00179548","0,00414171","0,00058849","1","2,5","0,00205896","False","107,775","107,5531","89,74","0,1848","bad","-10,76","-10,41","-0,1931","0,0","-1,2438","5","stop"
"tr_007488aeab46","2","2020-07-09T16:00:00+00:00","2020-07-13T05:00:00+00:00","short","short","3","16","7","-1","-0,011333","-0,008857","-0,00098516","0","1","0,00429064","-0,375694","0,00071999","-0,00081083","0,00208003","0,00035123","2","2,5","0,0018005","False","107,179","107,372","89,9137","0,1619","worthwhile","15,33","15,68","0,2756","2,8035","-0,9483","37","gann_state_exit"
"tr_37160262d796","2","2020-07-13T16:00:00+00:00","2020-07-14T21:00:00+00:00","long","long","0","16","7","1","0,020762","0,017","0,00276835","7","8","0,00550383","-0,942216","0,00065344","0,00274075","0,00425381","0,00039014","3","2,5","0,00163257","False","107,266","107,0909","89,6665","0,1464","worthwhile","-3,1","-2,75","-0,0556","0,9536","-0,8451","29","gann_state_exit"
"tr_13c43f9e6000","2","2020-07-20T04:00:00+00:00","2020-07-20T15:00:00+00:00","long","long","0","4","7","1","0,013476","-0,007714","0,00290408","0","1","0,00557801","-0,159736","0,00087446","0,00180049","0,00557801","0,00074335","2","3,652637","0,00319358","False","107,403","107,06","71,7731","0,2292","bad","-11,78","-11,5","-0,2114","0,0175","-0,965","11","gann_state_exit"
"tr_6fd14ee2dda4","2","2020-07-21T16:00:00+00:00","2020-07-22T14:00:00+00:00","short","short","1","16","7","-1","-0,000286","-0,001762","-0,00107694","0","1","0,00328413","-1,787493","0,00076728","-0,00082967","0,00226717","0,00036723","3","2,63868","0,00202741","False","107,033","107,25","89,9064","0,1823","worthwhile","0,82","1,17","0,0147","1,6129","-0,1429","22","gann_state_exit"
"tr_0302d8d766fd","2","2020-07-23T21:00:00+00:00","2020-07-28T08:00:00+00:00","short","short","3","21","7","-1","-0,016","-0,016762","-0,00306485","4","5","0,00456852","-0,869055","0,00072174","-0,00292166","0,00402554","0,00048146","1","2,5","0,00180553","False","106,749","106,9417","89,8931","0,1623","worthwhile","54,58","54,93","0,9813","8,4674","-0,7886","59","gann_state_exit"
"tr_96ad0bac01e1","2","2020-07-28T14:00:00+00:00","2020-07-29T17:00:00+00:00","short","short","1","14","7","-1","-0,009143","-0,000857","-0,00225572","1","2","0,00698576","-0,753328","0,00122381","0,00070382","0,00541753","0,00081496","2","2,5","0,00306241","False","105,115","105,4369","71,2157","0,2181","worthwhile","3,49","3,77","0,0622","0,9723","-0,7984","27","gann_state_exit"
"tr_725aedc975d6","2","2020-07-29T21:00:00+00:00","2020-07-29T22:00:00+00:00","short","short","2","21","7","-1","-0,004095","-0,006476","-0,00136345","0","1","0,00794657","-1,158889","0,00122506","-0,00100898","0,00421149","0,00066323","2","2,5","0,00306707","False","104,8","105,1214","71,1715","0,2183","bad","-12,59","-12,31","-0,224","0,0","-1,1076","1","stop"
"tr_092656c753b3","2","2020-07-30T08:00:00+00:00","2020-07-30T20:00:00+00:00","long","long","3","8","7","1","0,00519","0,01019","0,00161832","3","4","0,00447168","-0,99931","0,00131387","0,00183962","0,00401499","0,00062734","3","2,5","0,0032803","False","105,246","104,9008","71,3313","0,234","bad","-11,52","-11,24","-0,2055","0,1419","-0,9819","12","gann_state_exit"
"tr_ab7a1dc642c0","2","2020-07-30T22:00:00+00:00","2020-07-31T15:00:00+00:00","short","short","3","22","7","-1","-0,00281","-0,002238","-0,00284545","2","3","0,00497","-0,416516","0,00125965","-0,00129567","0,00469336","0,0007565","2","2,5","0,00315083","False","104,772","105,1021","71,4781","0,2252","worthwhile","-12,92","-12,64","-0,2309","1,766","-1,2904","17","stop"
"tr_5e8e440b6d13","2","2020-07-31T16:00:00+00:00","2020-08-04T13:00:00+00:00","long","long","4","16","7","1","0,002762","-0,008143","0,0056864","1","2","0,01051951","-0,905272","0,00164953","0,00176269","0,00959691","0,00119053","1","2,600494","0,00428312","False","105,297","104,846","53,7326","0,2301","worthwhile","19,01","19,22","0,3405","2,6098","0,0","45","gann_state_exit"
"tr_27ca7cfb53b2","2","2020-08-05T03:00:00+00:00","2020-08-06T14:00:00+00:00","short","short","2","3","8","-1","-0,019333","-0,02119","-0,00330531","9","10","0,00750727","-0,373367","0,00124242","-0,00456109","0,00549081","0,00079314","3","2,5","0,00310755","False","105,58","105,9081","71,4004","0,2219","worthwhile","0,93","1,21","0,0166","0,7864","-0,8961","35","gann_state_exit"
"tr_8d8132200305","2","2020-08-06T16:00:00+00:00","2020-08-06T17:00:00+00:00","short","short","3","16","8","-1","0,000476","0,0","-0,00041048","1","2","0,00522891","-2,181934","0,00106364","0,00023687","0,00291758","0,00065542","2","2,5","0,00266535","False","105,32","105,6007","89,2357","0,2378","bad","-13,74","-13,39","-0,2451","0,0","-1,0046","1","stop"
"tr_8cd266c6e182","2","2020-08-07T13:00:00+00:00","2020-08-10T19:00:00+00:00","long","long","4","13","8","1","0,004857","0,008048","0,00149103","6","7","0,00375776","-0,470769","0,00102542","0,00244805","0,00363471","0,00045468","1","2,5","0,00256226","False","105,701","105,4302","89,455","0,2292","worthwhile","6,88","7,23","0,123","1,8535","-0,5391","30","gann_state_exit"
"tr_39ecbbd14b02","2","2020-08-11T09:00:00+00:00","2020-08-13T06:00:00+00:00","long","long","1","9","8","1","0,005952","0,006571","0,00186578","11","12","0,00465502","-0,730043","0,00104552","0,00115094","0,00465502","0,00084857","2","2,5","0,00261175","False","106,205","105,9276","89,3451","0,2333","worthwhile","23,5","23,85","0,4199","2,9202","-0,995","45","gann_state_exit"
"tr_abdaf9fbf63a","2","2020-08-13T21:00:00+00:00","2020-08-14T11:00:00+00:00","long","long","3","21","8","1","0,00419","0,002143","0,002291","8","9","0,00419697","-0,278761","0,00110655","0,001048","0,00401002","0,00069472","2","2,5","0,00276547","False","107,017","106,721","88,9715","0,246","bad","-12,86","-12,51","-0,2288","0,0743","-0,9799","14","gann_state_exit"
"tr_1970151e5685","2","2020-08-14T15:00:00+00:00","2020-08-19T08:00:00+00:00","short","short","4","15","8","-1","-0,008238","-0,005381","-0,00227574","6","7","0,00453719","-1,309469","0,00077316","-0,00205811","0,00397473","0,00038618","1","2,5","0,0019349","False","106,564","106,7702","89,1755","0,1725","worthwhile","46,58","46,93","0,8308","7,0857","-0,4413","65","gann_state_exit"
"tr_53591f00b1a9","2","2020-08-19T18:00:00+00:00","2020-08-20T17:00:00+00:00","long","long","2","18","8","1","0,014571","0,002286","0,00270088","0","1","0,00593598","-0,392454","0,00127853","0,00209665","0,00593598","0,00092792","3","2,5","0,00319467","False","105,682","105,3444","70,7526","0,226","worthwhile","10,44","10,72","0,1847","1,5876","-0,1066","23","gann_state_exit"
"tr_e0f3c734f59b","2","2020-08-27T18:00:00+00:00","2020-08-28T08:00:00+00:00","long","long","3","18","8","1","0,020667","0,012238","0,00466925","4","5","0,00832386","-0,816706","0,00132289","0,00398042","0,00832386","0,00070242","1","2,5","0,00330359","False","106,558","106,206","70,6222","0,2333","worthwhile","-13,61","-13,33","-0,2404","1,105","-1,2925","14","stop"
"tr_9637873be289","2","2020-08-28T12:00:00+00:00","2020-08-31T10:00:00+00:00","short","short","4","12","8","-1","-0,001476","-0,007762","-0,00685625","3","4","0,01268645","-1,238412","0,00196034","-0,00215854","0,01268645","0,00141501","1","2,52983","0,0049715","False","105,602","106,127","35,3962","0,176","worthwhile","-1,24","-1,1","-0,0219","0,7619","-0,3886","22","gann_state_exit"
"tr_239c21d5a8cb","2","2020-09-01T17:00:00+00:00","2020-09-03T21:00:00+00:00","long","long","1","17","9","1","0,005333","-0,000857","0,00131413","2","3","0,00566669","-1,722096","0,00118461","0,00023617","0,00415557","0,0007483","2","2,54328","0,0030066","False","106,1","105,781","70,8079","0,2129","worthwhile","-2,69","-2,41","-0,0477","1,4169","-0,7774","52","gann_state_exit"
"tr_2e0de0447a9d","2","2020-09-08T13:00:00+00:00","2020-09-08T14:00:00+00:00","long","long","1","13","9","1","0,005476","0,004048","0,00096489","1","2","0,00236947","-0,648876","0,00047819","0,00123327","0,00154203","0,0002829","3","2,5","0,00119509","False","106,388","106,2609","88,552","0,1058","bad","-6,43","-6,08","-0,1138","0,0","-1,3843","1","stop"
"tr_1536ae9c0204","2","2020-09-08T16:00:00+00:00","2020-09-09T15:00:00+00:00","short","short","1","16","9","-1","-0,000571","-0,016905","-0,00301469","0","1","0,00453821","1,995413","0,00068561","-0,00290692","0,00453821","0,00065573","3","4,087156","0,00280223","True","105,987","106,284","88,653","0,2484","worthwhile","-9,67","-9,32","-0,1715","0,6566","-0,7104","23","gann_state_exit"
"tr_f84137e7c3d5","2","2020-09-15T14:00:00+00:00","2020-09-17T07:00:00+00:00","short","short","1","14","9","-1","-0,009857","-0,001429","-0,00117963","0","1","0,00576694","-0,683661","0,00073411","-0,00045433","0,00251889","0,00041402","2","2,5","0,00183624","False","105,547","105,7408","88,8052","0,1631","worthwhile","22,59","22,94","0,4012","3,8491","0,0","41","gann_state_exit"
